"","Vendedor","Data","Distância total percorrida (Em km)"
"9127","A796","2021-09-03",5.31
"9128","A797","2021-09-03",5.5
"9129","A798","2021-09-03",12.5
"9130","A801","2021-09-03",6.43
"9131","A802","2021-09-03",19.71
"9132","A804","2021-09-03",0
"9133","A838","2021-09-03",8.27
"9134","A839","2021-09-03",0
"9135","A841","2021-09-03",0
"9136","A842","2021-09-03",0
"9137","A843","2021-09-03",0
"9138","A844","2021-09-03",0
"9139","A845","2021-09-03",0
"9140","A850","2021-09-03",0
"9141","A851","2021-09-03",0
"9142","A852","2021-09-03",8.41
"9143","A853","2021-09-03",3.77
"9144","A855","2021-09-03",20.86
"9145","A856","2021-09-03",14.88
"9146","A858","2021-09-03",5.13
"9147","A859","2021-09-03",0
"9148","A995","2021-09-03",0
"9149","A997","2021-09-03",0
"9150","A999","2021-09-03",18.96
"9151","A001","2021-09-04",0
"9152","A002","2021-09-04",19.98
"9153","A003","2021-09-04",0
"9154","A005","2021-09-04",2.08
"9155","A007","2021-09-04",0
"9156","A008","2021-09-04",46.98
"9157","A009","2021-09-04",2.16
"9158","A010","2021-09-04",0
"9159","A011","2021-09-04",40.07
"9160","A012","2021-09-04",21.02
"9161","A013","2021-09-04",13.53
"9162","A014","2021-09-04",15.69
"9163","A015","2021-09-04",8.36
"9164","A016","2021-09-04",1.08
"9165","A017","2021-09-04",6.8
"9166","A018","2021-09-04",13.13
"9167","A019","2021-09-04",3.06
"9168","A020","2021-09-04",0.66
"9169","A021","2021-09-04",3.48
"9170","A036","2021-09-04",3.32
"9171","A037","2021-09-04",7.69
"9172","A038","2021-09-04",5.82
"9173","A039","2021-09-04",59.08
"9174","A041","2021-09-04",19.53
"9175","A042","2021-09-04",2.5
"9176","A043","2021-09-04",1.59
"9177","A044","2021-09-04",2.24
"9178","A046","2021-09-04",7.23
"9179","A047","2021-09-04",4.46
"9180","A048","2021-09-04",4.87
"9181","A049","2021-09-04",11.23
"9182","A051","2021-09-04",8.78
"9183","A053","2021-09-04",2.77
"9184","A054","2021-09-04",12.23
"9185","A056","2021-09-04",2.7
"9186","A057","2021-09-04",11.79
"9187","A059","2021-09-04",13.13
"9188","A060","2021-09-04",4.57
"9189","A061","2021-09-04",24.05
"9190","A062","2021-09-04",5.89
"9191","A063","2021-09-04",6.8
"9192","A064","2021-09-04",3.88
"9193","A065","2021-09-04",25.2
"9194","A066","2021-09-04",1.36
"9195","A067","2021-09-04",3.06
"9196","A068","2021-09-04",13.44
"9197","A069","2021-09-04",2.91
"9198","A070","2021-09-04",10.95
"9199","A071","2021-09-04",0
"9200","A073","2021-09-04",13.9
"9201","A074","2021-09-04",31.14
"9202","A075","2021-09-04",23.67
"9203","A076","2021-09-04",4.53
"9204","A077","2021-09-04",7.29
"9205","A078","2021-09-04",7.36
"9206","A079","2021-09-04",2.04
"9207","A080","2021-09-04",2.39
"9208","A081","2021-09-04",14.95
"9209","A082","2021-09-04",18.98
"9210","A083","2021-09-04",46.12
"9211","A084","2021-09-04",5.11
"9212","A095","2021-09-04",0
"9213","A098","2021-09-04",0
"9214","A099","2021-09-04",0
"9215","A170","2021-09-04",2.86
"9216","A190","2021-09-04",0
"9217","A192","2021-09-04",5.95
"9218","A193","2021-09-04",0
"9219","A194","2021-09-04",10.56
"9220","A195","2021-09-04",3.1
"9221","A196","2021-09-04",6.42
"9222","A209","2021-09-04",2.31
"9223","A225","2021-09-04",0
"9224","A227","2021-09-04",3.26
"9225","A230","2021-09-04",1.13
"9226","A233","2021-09-04",0
"9227","A235","2021-09-04",2.53
"9228","A243","2021-09-04",1.54
"9229","A244","2021-09-04",1.87
"9230","A252","2021-09-04",0
"9231","A253","2021-09-04",1.61
"9232","A255","2021-09-04",2.22
"9233","A287","2021-09-04",5.15
"9234","A302","2021-09-04",12.55
"9235","A304","2021-09-04",25.1
"9236","A305","2021-09-04",0
"9237","A306","2021-09-04",12.18
"9238","A307","2021-09-04",12.36
"9239","A334","2021-09-04",8.92
"9240","A364","2021-09-04",0
"9241","A365","2021-09-04",0
"9242","A366","2021-09-04",0
"9243","A368","2021-09-04",0
"9244","A378","2021-09-04",0
"9245","A379","2021-09-04",0
"9246","A382","2021-09-04",0
"9247","A402","2021-09-04",0
"9248","A405","2021-09-04",0
"9249","A406","2021-09-04",0
"9250","A408","2021-09-04",0
"9251","A410","2021-09-04",0
"9252","A417","2021-09-04",0
"9253","A422","2021-09-04",0
"9254","A429","2021-09-04",33.7
"9255","A431","2021-09-04",0
"9256","A432","2021-09-04",0
"9257","A433","2021-09-04",3.01
"9258","A445","2021-09-04",0
"9259","A446","2021-09-04",0
"9260","A460","2021-09-04",0
"9261","A466","2021-09-04",0
"9262","A469","2021-09-04",0
"9263","A510","2021-09-04",0
"9264","A511","2021-09-04",2.27
"9265","A544","2021-09-04",4.31
"9266","A546","2021-09-04",0
"9267","A547","2021-09-04",0
"9268","A605","2021-09-04",42.83
"9269","A606","2021-09-04",3.18
"9270","A611","2021-09-04",0
"9271","A613","2021-09-04",0
"9272","A614","2021-09-04",0
"9273","A674","2021-09-04",11.81
"9274","A680","2021-09-04",3.35
"9275","A711","2021-09-04",7.64
"9276","A712","2021-09-04",0
"9277","A713","2021-09-04",1.37
"9278","A714","2021-09-04",4.1
"9279","A715","2021-09-04",40.48
"9280","A716","2021-09-04",10.79
"9281","A717","2021-09-04",17.86
"9282","A718","2021-09-04",12.21
"9283","A720","2021-09-04",1.82
"9284","A721","2021-09-04",25.58
"9285","A722","2021-09-04",12.19
"9286","A723","2021-09-04",17.49
"9287","A724","2021-09-04",3.36
"9288","A725","2021-09-04",44.25
"9289","A727","2021-09-04",20.43
"9290","A728","2021-09-04",1.98
"9291","A729","2021-09-04",1.11
"9292","A730","2021-09-04",14.49
"9293","A732","2021-09-04",7.15
"9294","A733","2021-09-04",0
"9295","A736","2021-09-04",5.1
"9296","A738","2021-09-04",0
"9297","A739","2021-09-04",0
"9298","A740","2021-09-04",2.77
"9299","A741","2021-09-04",0
"9300","A742","2021-09-04",0
"9301","A744","2021-09-04",0
"9302","A745","2021-09-04",0
"9303","A748","2021-09-04",0
"9304","A750","2021-09-04",0
"9305","A751","2021-09-04",0
"9306","A756","2021-09-04",0
"9307","A785","2021-09-04",2.2
"9308","A786","2021-09-04",13.41
"9309","A793","2021-09-04",0
"9310","A796","2021-09-04",2.74
"9311","A797","2021-09-04",8.47
"9312","A798","2021-09-04",7.2
"9313","A801","2021-09-04",4.86
"9314","A802","2021-09-04",26.74
"9315","A804","2021-09-04",0
"9316","A838","2021-09-04",3.84
"9317","A839","2021-09-04",0
"9318","A841","2021-09-04",0
"9319","A842","2021-09-04",0
"9320","A843","2021-09-04",0
"9321","A844","2021-09-04",0
"9322","A845","2021-09-04",0
"9323","A850","2021-09-04",0
"9324","A851","2021-09-04",0
"9325","A852","2021-09-04",1.39
"9326","A853","2021-09-04",4.1
"9327","A855","2021-09-04",3.54
"9328","A856","2021-09-04",38.82
"9329","A858","2021-09-04",13.89
"9330","A859","2021-09-04",0
"9331","A995","2021-09-04",0
"9332","A997","2021-09-04",0
"9333","A999","2021-09-04",24.84
"9334","A001","2021-09-06",0
"9335","A002","2021-09-06",25.31
"9336","A003","2021-09-06",33.75
"9337","A005","2021-09-06",6.35
"9338","A007","2021-09-06",24.33
"9339","A008","2021-09-06",12.57
"9340","A009","2021-09-06",4.07
"9341","A010","2021-09-06",0
"9342","A011","2021-09-06",10.16
"9343","A012","2021-09-06",28.39
"9344","A013","2021-09-06",24.53
"9345","A014","2021-09-06",4.67
"9346","A015","2021-09-06",4.66
"9347","A016","2021-09-06",4.8
"9348","A017","2021-09-06",28.48
"9349","A018","2021-09-06",27.21
"9350","A019","2021-09-06",26.01
"9351","A020","2021-09-06",0.93
"9352","A021","2021-09-06",7.57
"9353","A036","2021-09-06",5.79
"9354","A037","2021-09-06",19.64
"9355","A038","2021-09-06",0
"9356","A039","2021-09-06",47.46
"9357","A041","2021-09-06",13.17
"9358","A042","2021-09-06",3.68
"9359","A043","2021-09-06",5.78
"9360","A044","2021-09-06",8.35
"9361","A046","2021-09-06",3.56
"9362","A047","2021-09-06",8.02
"9363","A048","2021-09-06",24.04
"9364","A049","2021-09-06",11.95
"9365","A051","2021-09-06",9.28
"9366","A053","2021-09-06",14.58
"9367","A054","2021-09-06",5.92
"9368","A056","2021-09-06",8.21
"9369","A057","2021-09-06",7
"9370","A059","2021-09-06",7.54
"9371","A060","2021-09-06",2.2
"9372","A061","2021-09-06",24.74
"9373","A062","2021-09-06",3.65
"9374","A063","2021-09-06",6.22
"9375","A064","2021-09-06",7.13
"9376","A065","2021-09-06",42.58
"9377","A066","2021-09-06",26.84
"9378","A067","2021-09-06",9.68
"9379","A068","2021-09-06",14.06
"9380","A069","2021-09-06",9.24
"9381","A070","2021-09-06",112.11
"9382","A071","2021-09-06",11.35
"9383","A073","2021-09-06",4.78
"9384","A074","2021-09-06",42.24
"9385","A075","2021-09-06",78.13
"9386","A076","2021-09-06",65.11
"9387","A077","2021-09-06",9.54
"9388","A078","2021-09-06",7.85
"9389","A079","2021-09-06",7.82
"9390","A080","2021-09-06",61.33
"9391","A081","2021-09-06",29.97
"9392","A082","2021-09-06",5.71
"9393","A083","2021-09-06",0
"9394","A084","2021-09-06",72.81
"9395","A095","2021-09-06",0
"9396","A098","2021-09-06",0
"9397","A099","2021-09-06",0
"9398","A170","2021-09-06",4.61
"9399","A190","2021-09-06",19.11
"9400","A192","2021-09-06",4.95
"9401","A193","2021-09-06",23.49
"9402","A194","2021-09-06",18.25
"9403","A195","2021-09-06",6.26
"9404","A196","2021-09-06",32.55
"9405","A209","2021-09-06",2.91
"9406","A225","2021-09-06",0
"9407","A227","2021-09-06",4.93
"9408","A230","2021-09-06",3.55
"9409","A233","2021-09-06",0
"9410","A235","2021-09-06",3.47
"9411","A243","2021-09-06",3.04
"9412","A244","2021-09-06",4
"9413","A252","2021-09-06",0
"9414","A253","2021-09-06",5.04
"9415","A255","2021-09-06",3.78
"9416","A287","2021-09-06",14.54
"9417","A302","2021-09-06",24.05
"9418","A304","2021-09-06",5.74
"9419","A305","2021-09-06",0
"9420","A306","2021-09-06",18.44
"9421","A307","2021-09-06",23.56
"9422","A334","2021-09-06",10.15
"9423","A364","2021-09-06",0
"9424","A365","2021-09-06",0
"9425","A366","2021-09-06",0
"9426","A368","2021-09-06",0
"9427","A378","2021-09-06",0
"9428","A379","2021-09-06",0
"9429","A382","2021-09-06",0
"9430","A402","2021-09-06",0
"9431","A405","2021-09-06",0
"9432","A406","2021-09-06",0
"9433","A408","2021-09-06",0
"9434","A410","2021-09-06",0
"9435","A417","2021-09-06",0
"9436","A422","2021-09-06",0
"9437","A429","2021-09-06",30.9
"9438","A431","2021-09-06",0
"9439","A432","2021-09-06",0
"9440","A433","2021-09-06",23.47
"9441","A445","2021-09-06",0
"9442","A446","2021-09-06",0
"9443","A460","2021-09-06",0
"9444","A466","2021-09-06",0
"9445","A469","2021-09-06",0
"9446","A510","2021-09-06",0
"9447","A511","2021-09-06",5.34
"9448","A544","2021-09-06",6.42
"9449","A546","2021-09-06",0
"9450","A547","2021-09-06",0
"9451","A605","2021-09-06",12.84
"9452","A606","2021-09-06",4.6
"9453","A611","2021-09-06",0
"9454","A613","2021-09-06",0
"9455","A614","2021-09-06",0
"9456","A674","2021-09-06",64.95
"9457","A680","2021-09-06",4.24
"9458","A711","2021-09-06",3.98
"9459","A712","2021-09-06",3.48
"9460","A713","2021-09-06",4.98
"9461","A714","2021-09-06",79.34
"9462","A715","2021-09-06",22.89
"9463","A716","2021-09-06",15.76
"9464","A717","2021-09-06",23.6
"9465","A718","2021-09-06",11.92
"9466","A720","2021-09-06",5.71
"9467","A721","2021-09-06",119.64
"9468","A722","2021-09-06",19.32
"9469","A723","2021-09-06",4.67
"9470","A724","2021-09-06",11.67
"9471","A725","2021-09-06",15.13
"9472","A727","2021-09-06",9.33
"9473","A728","2021-09-06",3.41
"9474","A729","2021-09-06",3.17
"9475","A730","2021-09-06",10.57
"9476","A732","2021-09-06",7.84
"9477","A733","2021-09-06",0
"9478","A736","2021-09-06",5.23
"9479","A738","2021-09-06",0
"9480","A739","2021-09-06",0
"9481","A740","2021-09-06",3.44
"9482","A741","2021-09-06",0
"9483","A742","2021-09-06",0
"9484","A744","2021-09-06",0
"9485","A745","2021-09-06",0
"9486","A748","2021-09-06",0
"9487","A750","2021-09-06",0
"9488","A751","2021-09-06",0
"9489","A756","2021-09-06",0
"9490","A785","2021-09-06",2.35
"9491","A786","2021-09-06",7.9
"9492","A793","2021-09-06",0
"9493","A796","2021-09-06",5.23
"9494","A797","2021-09-06",7.27
"9495","A798","2021-09-06",7.08
"9496","A801","2021-09-06",8.63
"9497","A802","2021-09-06",30.91
"9498","A804","2021-09-06",0
"9499","A838","2021-09-06",47.46
"9500","A839","2021-09-06",0
"9501","A841","2021-09-06",0
"9502","A842","2021-09-06",0
"9503","A843","2021-09-06",0
"9504","A844","2021-09-06",0
"9505","A845","2021-09-06",0
"9506","A850","2021-09-06",0
"9507","A851","2021-09-06",0
"9508","A852","2021-09-06",5.41
"9509","A853","2021-09-06",4.33
"9510","A855","2021-09-06",12.02
"9511","A856","2021-09-06",43.75
"9512","A858","2021-09-06",0
"9513","A859","2021-09-06",0
"9514","A995","2021-09-06",0
"9515","A997","2021-09-06",0
"9516","A999","2021-09-06",5.69
"9517","A001","2021-08-02",0
"9518","A002","2021-08-02",0
"9519","A003","2021-08-02",0
"9520","A005","2021-08-02",0
"9521","A007","2021-08-02",0
"9522","A008","2021-08-02",0
"9523","A009","2021-08-02",0
"9524","A010","2021-08-02",0
"9525","A011","2021-08-02",0
"9526","A012","2021-08-02",0
"9527","A013","2021-08-02",0
"9528","A014","2021-08-02",0
"9529","A015","2021-08-02",0
"9530","A016","2021-08-02",0
"9531","A017","2021-08-02",0
"9532","A018","2021-08-02",0
"9533","A019","2021-08-02",25.88
"9534","A020","2021-08-02",1.88
"9535","A021","2021-08-02",7.79
"9536","A036","2021-08-02",0
"9537","A037","2021-08-02",0
"9538","A038","2021-08-02",0
"9539","A039","2021-08-02",0
"9540","A041","2021-08-02",0
"9541","A042","2021-08-02",4.32
"9542","A043","2021-08-02",0
"9543","A044","2021-08-02",0
"9544","A046","2021-08-02",4.51
"9545","A047","2021-08-02",2.02
"9546","A048","2021-08-02",0
"9547","A049","2021-08-02",0
"9548","A051","2021-08-02",0
"9549","A053","2021-08-02",0
"9550","A054","2021-08-02",0
"9551","A056","2021-08-02",0
"9552","A057","2021-08-02",0
"9553","A059","2021-08-02",0
"9554","A060","2021-08-02",0
"9555","A061","2021-08-02",0
"9556","A062","2021-08-02",0
"9557","A063","2021-08-02",0
"9558","A064","2021-08-02",0
"9559","A065","2021-08-02",0
"9560","A066","2021-08-02",0
"9561","A067","2021-08-02",0
"9562","A068","2021-08-02",0
"9563","A069","2021-08-02",0
"9564","A070","2021-08-02",0
"9565","A071","2021-08-02",0
"9566","A073","2021-08-02",0
"9567","A074","2021-08-02",0
"9568","A075","2021-08-02",0
"9569","A076","2021-08-02",0
"9570","A077","2021-08-02",0
"9571","A078","2021-08-02",0
"9572","A079","2021-08-02",0
"9573","A080","2021-08-02",0
"9574","A081","2021-08-02",0
"9575","A082","2021-08-02",0
"9576","A083","2021-08-02",0
"9577","A084","2021-08-02",0
"9578","A095","2021-08-02",0
"9579","A098","2021-08-02",0
"9580","A099","2021-08-02",0
"9581","A170","2021-08-02",0
"9582","A190","2021-08-02",0
"9583","A192","2021-08-02",0
"9584","A193","2021-08-02",0
"9585","A194","2021-08-02",0
"9586","A195","2021-08-02",0
"9587","A196","2021-08-02",0
"9588","A209","2021-08-02",0
"9589","A225","2021-08-02",0
"9590","A227","2021-08-02",0
"9591","A230","2021-08-02",3.44
"9592","A233","2021-08-02",0
"9593","A235","2021-08-02",0
"9594","A243","2021-08-02",2.2
"9595","A244","2021-08-02",2.95
"9596","A252","2021-08-02",0
"9597","A253","2021-08-02",0
"9598","A255","2021-08-02",0
"9599","A287","2021-08-02",0
"9600","A302","2021-08-02",0
"9601","A304","2021-08-02",0
"9602","A305","2021-08-02",0
"9603","A306","2021-08-02",0
"9604","A307","2021-08-02",0
"9605","A334","2021-08-02",0
"9606","A364","2021-08-02",0
"9607","A365","2021-08-02",0
"9608","A366","2021-08-02",0
"9609","A368","2021-08-02",0
"9610","A378","2021-08-02",0
"9611","A379","2021-08-02",0
"9612","A382","2021-08-02",0
"9613","A402","2021-08-02",0
"9614","A405","2021-08-02",0
"9615","A406","2021-08-02",0
"9616","A408","2021-08-02",0
"9617","A410","2021-08-02",0
"9618","A417","2021-08-02",0
"9619","A422","2021-08-02",0
"9620","A429","2021-08-02",0
"9621","A431","2021-08-02",0
"9622","A432","2021-08-02",0
"9623","A433","2021-08-02",0
"9624","A445","2021-08-02",0
"9625","A446","2021-08-02",0
"9626","A460","2021-08-02",0
"9627","A466","2021-08-02",0
"9628","A469","2021-08-02",0
"9629","A510","2021-08-02",0
"9630","A511","2021-08-02",0
"9631","A544","2021-08-02",0
"9632","A546","2021-08-02",0
"9633","A547","2021-08-02",0
"9634","A605","2021-08-02",0
"9635","A606","2021-08-02",0
"9636","A611","2021-08-02",0
"9637","A613","2021-08-02",0
"9638","A614","2021-08-02",0
"9639","A674","2021-08-02",0
"9640","A680","2021-08-02",0
"9641","A711","2021-08-02",0
"9642","A712","2021-08-02",0
"9643","A713","2021-08-02",0
"9644","A714","2021-08-02",0
"9645","A715","2021-08-02",0
"9646","A716","2021-08-02",0
"9647","A717","2021-08-02",0
"9648","A718","2021-08-02",0
"9649","A720","2021-08-02",0
"9650","A721","2021-08-02",0
"9651","A722","2021-08-02",0
"9652","A723","2021-08-02",0
"9653","A724","2021-08-02",0
"9654","A725","2021-08-02",0
"9655","A727","2021-08-02",0
"9656","A728","2021-08-02",0
"9657","A729","2021-08-02",0
"9658","A730","2021-08-02",0
"9659","A732","2021-08-02",0
"9660","A733","2021-08-02",0
"9661","A736","2021-08-02",0
"9662","A738","2021-08-02",0
"9663","A739","2021-08-02",0
"9664","A740","2021-08-02",0
"9665","A741","2021-08-02",0
"9666","A742","2021-08-02",0
"9667","A744","2021-08-02",0
"9668","A745","2021-08-02",0
"9669","A748","2021-08-02",0
"9670","A750","2021-08-02",0
"9671","A751","2021-08-02",0
"9672","A756","2021-08-02",0
"9673","A785","2021-08-02",0
"9674","A786","2021-08-02",0
"9675","A793","2021-08-02",0
"9676","A796","2021-08-02",0
"9677","A797","2021-08-02",0
"9678","A798","2021-08-02",0
"9679","A801","2021-08-02",0
"9680","A802","2021-08-02",0
"9681","A804","2021-08-02",0
"9682","A838","2021-08-02",0
"9683","A839","2021-08-02",0
"9684","A841","2021-08-02",0
"9685","A842","2021-08-02",0
"9686","A843","2021-08-02",0
"9687","A844","2021-08-02",0
"9688","A845","2021-08-02",0
"9689","A850","2021-08-02",0
"9690","A851","2021-08-02",0
"9691","A852","2021-08-02",0
"9692","A853","2021-08-02",0
"9693","A855","2021-08-02",0
"9694","A856","2021-08-02",0
"9695","A858","2021-08-02",0
"9696","A859","2021-08-02",0
"9697","A995","2021-08-02",0
"9698","A997","2021-08-02",0
"9699","A999","2021-08-02",0
"9700","A001","2021-08-03",0
"9701","A002","2021-08-03",0
"9702","A003","2021-08-03",0
"9703","A005","2021-08-03",0
"9704","A007","2021-08-03",0
"9705","A008","2021-08-03",0
"9706","A009","2021-08-03",0
"9707","A010","2021-08-03",0
"9708","A011","2021-08-03",0
"9709","A012","2021-08-03",0
"9710","A013","2021-08-03",0
"9711","A014","2021-08-03",0
"9712","A015","2021-08-03",0
"9713","A016","2021-08-03",0
"9714","A017","2021-08-03",0
"9715","A018","2021-08-03",0
"9716","A019","2021-08-03",4.3
"9717","A020","2021-08-03",2.15
"9718","A021","2021-08-03",0.05
"9719","A036","2021-08-03",0
"9720","A037","2021-08-03",0
"9721","A038","2021-08-03",0
"9722","A039","2021-08-03",0
"9723","A041","2021-08-03",0
"9724","A042","2021-08-03",3.87
"9725","A043","2021-08-03",0
"9726","A044","2021-08-03",0
"9727","A046","2021-08-03",12.47
"9728","A047","2021-08-03",0.01
"9729","A048","2021-08-03",0
"9730","A049","2021-08-03",0
"9731","A051","2021-08-03",0
